run_id,client_id,employee_id,cost_centre,hours_worked,gross_amount,net_amount,status,reason_code
PR-202512-0001,CL-001,E001-00058,HQ-BRNO-01,,85050.0,65507.0,PAID,
PR-202512-0001,CL-001,E001-00059,HQ-BRNO-01,,69500.0,54000.0,PAID,
PR-202512-0001,CL-001,E001-00060,HQ-BRNO-01,,82500.0,63620.0,PAID,
PR-202512-0001,CL-001,E001-00061,HQ-BRNO-01,,61425.0,48024.5,PAID,
PR-202512-0001,CL-001,E001-00062,HQ-BRNO-01,,79275.0,61233.5,PAID,
PR-202512-0001,CL-001,E001-00063,HQ-BRNO-01,,87500.0,67320.0,PAID,
PR-202512-0001,CL-001,E001-00064,HQ-BRNO-01,,50000.0,39570.0,PAID,
PR-202512-0001,CL-001,E001-00065,HQ-BRNO-01,,87500.0,67320.0,PAID,
PR-202512-0001,CL-001,E001-00066,HQ-BRNO-01,,64500.0,50300.0,PAID,
PR-202512-0001,CL-001,E001-00067,HQ-BRNO-01,,66000.0,51410.0,PAID,
PR-202512-0001,CL-001,E001-00068,HQ-BRNO-01,,66675.0,51909.5,PAID,
PR-202512-0001,CL-001,E001-00069,HQ-BRNO-01,,44000.0,35130.0,PAID,
PR-202512-0001,CL-001,E001-00070,HQ-BRNO-01,,52500.0,41420.0,PAID,
PR-202512-0001,CL-001,E001-00071,HQ-BRNO-01,,50400.0,39866.0,PAID,
PR-202512-0001,CL-001,E001-00072,HQ-BRNO-01,,47500.0,37720.0,PAID,
PR-202512-0001,CL-001,E001-00073,HQ-BRNO-01,,61500.0,48080.0,PAID,
PR-202512-0001,CL-001,E001-00074,HQ-BRNO-01,,71000.0,55110.0,PAID,
PR-202512-0001,CL-001,E001-00075,HQ-BRNO-01,,69000.0,53630.0,PAID,
PR-202512-0001,CL-001,E001-00076,HQ-BRNO-01,,86500.0,66580.0,PAID,
PR-202512-0001,CL-001,E001-00077,HQ-BRNO-01,,76500.0,59180.0,PAID,
PR-202512-0001,CL-001,E001-00078,HQ-BRNO-01,,92400.0,70946.0,PAID,
PR-202512-0001,CL-001,E001-00079,HQ-BRNO-01,,92000.0,70650.0,PAID,
PR-202512-0001,CL-001,E001-00080,HQ-BRNO-01,,68000.0,52890.0,PAID,
PR-202512-0001,CL-001,E001-00081,HQ-BRNO-01,,90300.0,69392.0,PAID,
PR-202512-0001,CL-001,E001-00082,HQ-BRNO-01,,75600.0,58514.0,PAID,
PR-202512-0001,CL-001,E001-00083,HQ-BRNO-01,,100275.0,76773.5,PAID,
PR-202512-0001,CL-001,E001-00084,HQ-BRNO-01,,66000.0,51410.0,PAID,
PR-202512-0001,CL-001,E001-00085,HQ-BRNO-01,,69500.0,54000.0,PAID,
PR-202512-0001,CL-001,E001-00086,HQ-BRNO-01,,54500.0,42900.0,PAID,
PR-202512-0001,CL-001,E001-00087,HQ-BRNO-01,,39500.0,31800.0,PAID,
PR-202512-0001,CL-001,E001-00088,HQ-BRNO-01,,62150.0,48561.0,PAID,
PR-202512-0001,CL-001,E001-00089,WHS-BRNO-01,134.26,41587.04,33344.41,PAID,
PR-202512-0001,CL-001,E001-00090,WHS-BRNO-01,142.68,25682.4,21574.98,PAID,
PR-202512-0001,CL-001,E001-00091,WHS-BRNO-01,168.95,54064.0,42577.36,PAID,
PR-202512-0001,CL-001,E001-00092,WHS-BRNO-01,156.38,28930.3,23978.42,PAID,
PR-202512-0001,CL-001,E001-00093,WHS-BRNO-01,163.59,38443.65,31018.3,PAID,
PR-202512-0001,CL-001,E001-00094,WHS-BRNO-01,150.88,37720.0,30482.8,PAID,
PR-202512-0001,CL-001,E001-00095,WHS-BRNO-01,154.36,37818.2,30555.47,PAID,
PR-202512-0001,CL-001,E001-00096,WHS-BRNO-01,148.55,28224.5,23456.13,PAID,
PR-202512-0001,CL-001,E001-00097,WHS-BRNO-01,158.07,27662.25,23040.07,PAID,
PR-202512-0001,CL-001,E001-00098,WHS-BRNO-01,167.01,28391.7,23579.86,PAID,
PR-202512-0001,CL-001,E001-00099,WHS-BRNO-01,130.07,21461.55,18451.55,PAID,
PR-202512-0001,CL-001,E001-00100,WHS-BRNO-01,158.76,35800.38,29062.28,PAID,
PR-202512-0001,CL-001,E001-00101,WHS-BRNO-01,166.38,46669.59,37105.5,PAID,
PR-202512-0001,CL-001,E001-00102,WHS-BRNO-01,166.95,30677.06,25271.02,PAID,
PR-202512-0001,CL-001,E001-00103,WHS-BRNO-01,150.34,36833.3,29826.64,PAID,
PR-202512-0001,CL-001,E001-00104,WHS-BRNO-01,164.57,41965.35,33624.36,PAID,
PR-202512-0001,CL-001,E001-00105,WHS-BRNO-01,154.07,48532.05,38483.72,PAID,
PR-202512-0001,CL-001,E001-00106,WHS-BRNO-01,131.75,38207.5,30843.55,PAID,
PR-202512-0001,CL-001,E001-00107,WHS-BRNO-01,168.77,37973.25,30670.2,PAID,
PR-202512-0001,CL-001,E001-00108,WHS-BRNO-01,158.71,42494.6,34016.0,PAID,
PR-202512-0001,CL-001,E001-00109,WHS-BRNO-01,153.46,37137.32,30051.62,PAID,
PR-202512-0001,CL-001,E001-00110,WHS-BRNO-01,167.51,48577.9,38517.65,PAID,
PR-202512-0001,CL-001,E001-00111,WHS-BRNO-01,171.76,43798.8,34981.11,PAID,
PR-202512-0001,CL-001,E001-00112,WHS-BRNO-01,170.53,56274.9,44213.43,PAID,
PR-202512-0001,CL-001,E001-00113,WHS-BRNO-01,141.55,34255.1,27918.77,PAID,
PR-202512-0001,CL-001,E001-00114,WHS-BRNO-01,157.34,42481.8,34006.53,PAID,
PR-202512-0001,CL-001,E001-00115,WHS-BRNO-01,152.63,53725.76,42327.06,PAID,
PR-202512-0001,CL-001,E001-00116,WHS-BRNO-01,160.88,41024.4,32928.06,PAID,
PR-202512-0001,CL-001,E001-00117,WHS-BRNO-01,163.52,42515.2,34031.25,PAID,
PR-202512-0001,CL-001,E001-00118,WHS-BRNO-01,171.59,56624.7,44472.28,PAID,
PR-202512-0001,CL-001,E001-00119,WHS-BRNO-01,182.2,43044.75,34423.11,PAID,
PR-202512-0001,CL-001,E001-00120,WHS-BRNO-01,170.99,29068.3,24080.54,PAID,
PR-202512-0001,CL-001,E001-00121,WHS-BRNO-01,162.72,36612.0,29662.88,PAID,
PR-202512-0001,CL-001,E001-00122,WHS-BRNO-01,159.86,32531.51,26643.32,PAID,
PR-202512-0001,CL-001,E001-00123,WHS-BRNO-01,157.76,29501.12,24400.83,PAID,
PR-202512-0001,CL-001,E001-00124,WHS-BRNO-01,153.96,51730.56,40850.61,PAID,
PR-202512-0001,CL-001,E001-00125,WHS-BRNO-01,142.35,46975.5,37331.87,PAID,
PR-202512-0001,CL-001,E001-00126,WHS-BRNO-01,145.33,38512.45,31069.21,PAID,
PR-202512-0001,CL-001,E001-00127,WHS-BRNO-01,145.36,28781.28,23868.15,PAID,
PR-202512-0001,CL-001,E001-00128,WHS-BRNO-01,151.89,24302.4,20553.78,PAID,
PR-202512-0001,CL-001,E001-00129,WHS-BRNO-01,159.2,37412.0,30254.88,PAID,
PR-202512-0001,CL-001,E001-00130,WHS-BRNO-01,151.62,43363.32,34658.86,PAID,
PR-202512-0001,CL-001,E001-00131,WHS-BRNO-01,159.84,47472.48,37699.64,PAID,
PR-202512-0001,CL-001,E001-00132,WHS-BRNO-01,168.3,56380.5,44291.57,PAID,
PR-202512-0001,CL-001,E001-00133,WHS-BRNO-01,172.7,58933.88,46181.07,PAID,
PR-202512-0001,CL-001,E001-00134,WHS-BRNO-01,171.25,57368.75,45022.88,PAID,
PR-202512-0001,CL-001,E001-00135,WHS-BRNO-01,159.73,31027.55,25530.39,PAID,
PR-202512-0001,CL-001,E001-00136,WHS-BRNO-01,149.8,25166.4,21193.14,PAID,
PR-202512-0001,CL-001,E001-00137,WHS-BRNO-01,152.35,49513.75,39210.18,PAID,
PR-202512-0001,CL-001,E001-00138,WHS-BRNO-01,174.39,46213.35,36767.88,PAID,
PR-202512-0001,CL-001,E001-00139,WHS-BRNO-01,154.71,27847.8,23177.37,PAID,
PR-202512-0001,CL-001,E001-00140,WHS-BRNO-01,129.78,35040.6,28500.04,PAID,
PR-202512-0001,CL-001,E001-00141,WHS-BRNO-01,166.33,41915.16,33587.22,PAID,
PR-202512-0001,CL-001,E001-00142,WHS-BRNO-01,161.84,51788.8,40893.71,PAID,
PR-202512-0001,CL-001,E001-00143,WHS-BRNO-01,163.37,44109.9,35211.33,PAID,
PR-202512-0001,CL-001,E001-00144,WHS-BRNO-01,173.93,37307.99,30177.91,PAID,
PR-202512-0001,CL-001,E001-00145,WHS-BRNO-01,147.11,48546.3,38494.26,PAID,
PR-202512-0001,CL-001,E001-00146,WHS-BRNO-01,177.63,35170.74,28596.35,PAID,
PR-202512-0001,CL-001,E001-00147,WHS-BRNO-01,182.42,48341.3,38342.56,PAID,
PR-202512-0001,CL-001,E001-00148,WHS-BRNO-01,173.2,27712.0,23076.88,PAID,
PR-202512-0001,CL-001,E001-00149,WHS-BRNO-01,172.25,62526.75,48839.8,PAID,
PR-202512-0001,CL-001,E001-00150,WHS-BRNO-01,160.34,42490.1,34012.67,PAID,
PR-202512-0001,CL-001,E001-00151,STORE-PRAHA-01,180.3,52287.0,41262.38,PAID,
PR-202512-0001,CL-001,E001-00152,STORE-PRAHA-01,159.28,31537.44,25907.71,PAID,
PR-202512-0001,CL-001,E001-00153,STORE-PRAHA-01,159.76,40738.8,32716.71,PAID,
PR-202512-0001,CL-001,E001-00154,STORE-PRAHA-01,166.89,54239.25,42707.05,PAID,
PR-202512-0001,CL-001,E001-00155,STORE-PRAHA-01,148.93,32764.6,26815.8,PAID,
PR-202512-0001,CL-001,E001-00156,STORE-PRAHA-01,154.6,45607.0,36319.18,PAID,
PR-202512-0001,CL-001,E001-00157,STORE-PRAHA-01,159.45,36832.95,29826.38,PAID,
PR-202512-0001,CL-001,E001-00158,STORE-PRAHA-01,151.98,34195.5,27874.67,PAID,
PR-202512-0001,CL-001,E001-00159,STORE-PRAHA-01,164.0,31160.0,25628.4,PAID,
PR-202512-0001,CL-001,E001-00160,STORE-PRAHA-01,163.26,49712.67,39357.38,PAID,
PR-202512-0001,CL-001,E001-00161,STORE-PRAHA-01,174.39,45079.81,35929.06,PAID,
PR-202512-0001,CL-001,E001-00162,STORE-PRAHA-01,154.51,44807.9,35727.85,PAID,
PR-202512-0001,CL-001,E001-00163,STORE-PRAHA-01,153.0,42840.0,34271.6,PAID,
PR-202512-0001,CL-001,E001-00164,STORE-PRAHA-01,135.96,23793.0,20176.82,PAID,
PR-202512-0001,CL-001,E001-00165,STORE-PRAHA-01,167.89,42811.95,34250.84,PAID,
PR-202512-0001,CL-001,E001-00166,STORE-PRAHA-01,152.44,44969.8,35847.65,PAID,
PR-202512-0001,CL-001,E001-00167,STORE-PRAHA-01,152.22,45209.34,36024.91,PAID,
PR-202512-0001,CL-001,E001-00168,STORE-PRAHA-01,161.85,50982.75,40297.24,PAID,
PR-202512-0001,CL-001,E001-00169,STORE-PRAHA-01,180.02,54006.0,42534.44,PAID,
PR-202512-0001,CL-001,E001-00170,STORE-PRAHA-01,138.74,29135.4,24130.2,PAID,
PR-202512-0001,CL-001,E001-00171,STORE-PRAHA-01,156.16,57544.96,45153.27,PAID,
PR-202512-0001,CL-001,E001-00172,STORE-PRAHA-01,143.03,47986.56,38080.05,PAID,
PR-202512-0001,CL-001,E001-00173,STORE-PRAHA-01,139.33,49044.16,38862.68,PAID,
PR-202512-0001,CL-001,E001-00174,STORE-PRAHA-01,143.24,38674.8,31189.35,PAID,
PR-202512-0001,CL-001,E001-00175,STORE-PRAHA-01,167.1,45952.5,36574.85,PAID,
PR-202512-0001,CL-001,E001-00176,STORE-PRAHA-01,163.85,39324.0,31669.76,PAID,
PR-202512-0001,CL-001,E001-00177,STORE-PRAHA-01,174.6,40158.0,32286.92,PAID,
PR-202512-0001,CL-001,E001-00178,STORE-PRAHA-01,170.49,41258.58,33101.35,PAID,
PR-202512-0001,CL-001,E001-00179,STORE-PRAHA-01,170.98,47019.5,37364.43,PAID,
PR-202512-0001,CL-001,E001-00180,STORE-PRAHA-01,150.93,50561.55,39985.55,PAID,
PR-202512-0001,CL-001,E001-00181,STORE-PRAHA-01,161.34,55904.31,43939.19,PAID,
PR-202512-0001,CL-001,E001-00182,STORE-PRAHA-01,130.53,43727.55,34928.39,PAID,
PR-202512-0001,CL-001,E001-00183,STORE-PRAHA-01,164.34,48480.3,38445.42,PAID,
PR-202512-0001,CL-001,E001-00184,STORE-PRAHA-01,176.59,38849.8,31318.85,PAID,
PR-202512-0001,CL-001,E001-00185,STORE-PRAHA-01,168.16,45403.2,36168.37,PAID,
PR-202512-0001,CL-001,E001-00186,STORE-PRAHA-01,156.36,41044.5,32942.93,PAID,
PR-202512-0001,CL-001,E001-00187,STORE-PRAHA-01,162.87,52932.75,41740.24,PAID,
PR-202512-0001,CL-001,E001-00188,STORE-PRAHA-01,161.34,40335.0,32417.9,PAID,
PR-202512-0001,CL-001,E001-00189,STORE-PRAHA-01,147.37,40232.01,32341.69,PAID,
PR-202512-0001,CL-001,E001-00190,STORE-PRAHA-01,168.56,51326.52,40551.62,PAID,
PR-202512-0001,CL-001,E001-00191,STORE-PRAHA-01,164.39,37809.7,30549.18,PAID,
PR-202512-0001,CL-001,E001-00192,STORE-PRAHA-01,129.61,20737.6,17915.82,PAID,
PR-202512-0001,CL-001,E001-00193,STORE-PRAHA-01,166.3,30183.45,24905.75,PAID,
PR-202512-0001,CL-001,E001-00194,STORE-PRAHA-01,166.9,43811.25,34990.32,PAID,
PR-202512-0001,CL-001,E001-00195,STORE-PRAHA-01,133.03,37913.55,30626.03,PAID,
PR-202512-0001,CL-001,E001-00196,STORE-PRAHA-01,149.94,49592.65,39268.56,PAID,
PR-202512-0001,CL-001,E001-00197,STORE-PRAHA-01,149.9,38749.15,31244.37,PAID,
PR-202512-0001,CL-001,E001-00198,STORE-PRAHA-01,130.06,43570.1,34811.87,PAID,
PR-202512-0001,CL-001,E001-00199,STORE-PRAHA-01,168.33,38884.23,31344.33,PAID,
PR-202512-0001,CL-001,E001-00200,STORE-PRAHA-01,174.07,38295.4,30908.6,PAID,
PR-202512-0001,CL-001,E001-00201,STORE-PRAHA-01,147.05,25733.75,21612.97,PAID,
PR-202512-0001,CL-001,E001-00202,STORE-PRAHA-01,174.13,34738.93,28276.81,PAID,
PR-202512-0001,CL-001,E001-00204,STORE-PRAHA-02,171.56,31738.6,26056.56,PAID,
PR-202512-0001,CL-001,E001-00205,STORE-PRAHA-02,164.31,36148.2,29319.67,PAID,
PR-202512-0001,CL-001,E001-00206,STORE-PRAHA-02,153.52,48128.52,38185.1,PAID,
PR-202512-0001,CL-001,E001-00207,STORE-PRAHA-02,136.89,27378.0,22829.72,PAID,
PR-202512-0001,CL-001,E001-00208,STORE-PRAHA-02,139.78,23762.6,20154.32,PAID,
PR-202512-0001,CL-001,E001-00209,STORE-PRAHA-02,146.48,41014.4,32920.66,PAID,
PR-202512-0001,CL-001,E001-00210,STORE-PRAHA-02,126.4,34064.8,27777.95,PAID,
PR-202512-0001,CL-001,E001-00211,STORE-PRAHA-02,160.26,52164.63,41171.83,PAID,
PR-202512-0001,CL-001,E001-00212,STORE-PRAHA-02,140.96,36649.6,29690.7,PAID,
PR-202512-0001,CL-001,E001-00213,STORE-PRAHA-02,134.06,32442.52,26577.46,PAID,
PR-202512-0001,CL-001,E001-00214,STORE-PRAHA-02,173.12,43799.36,34981.53,PAID,
PR-202512-0001,CL-001,E001-00215,STORE-PRAHA-02,154.31,44132.66,35228.17,PAID,
PR-202512-0001,CL-001,E001-00216,STORE-PRAHA-02,176.98,47784.6,37930.6,PAID,
PR-202512-0001,CL-001,E001-00217,STORE-PRAHA-02,172.66,46618.2,37067.47,PAID,
PR-202512-0001,CL-001,E001-00218,STORE-PRAHA-02,163.66,30277.1,24975.05,PAID,
PR-202512-0001,CL-001,E001-00219,STORE-PRAHA-02,138.82,33316.8,27224.43,PAID,
PR-202512-0001,CL-001,E001-00220,STORE-PRAHA-02,138.04,34164.9,27852.03,PAID,
PR-202512-0001,CL-001,E001-00221,STORE-PRAHA-02,146.86,47729.5,37889.83,PAID,
PR-202512-0001,CL-001,E001-00222,STORE-PRAHA-02,144.05,23048.0,19625.52,PAID,
PR-202512-0001,CL-001,E001-00223,STORE-PRAHA-02,153.37,31440.85,25836.23,PAID,
PR-202512-0001,CL-001,E001-00224,STORE-PRAHA-02,172.38,46154.75,36724.51,PAID,
PR-202512-0001,CL-001,E001-00225,STORE-PRAHA-02,130.07,30729.04,25309.49,PAID,
PR-202512-0001,CL-001,E001-00226,STORE-PRAHA-02,156.95,32959.5,26960.03,PAID,
PR-202512-0001,CL-001,E001-00227,STORE-PRAHA-02,168.08,33531.96,27383.65,PAID,
PR-202512-0001,CL-001,E001-00228,STORE-PRAHA-02,157.34,43268.5,34588.69,PAID,
PR-202512-0001,CL-001,E001-00229,STORE-PRAHA-02,162.79,32558.0,26662.92,PAID,
PR-202512-0001,CL-001,E001-00230,STORE-PRAHA-02,175.09,58655.15,45974.81,PAID,
PR-202512-0001,CL-001,E001-00231,STORE-PRAHA-02,154.38,31647.9,25989.45,PAID,
PR-202512-0001,CL-001,E001-00232,STORE-PRAHA-02,159.98,31196.1,25655.11,PAID,
PR-202512-0001,CL-001,E001-00233,STORE-PRAHA-02,173.49,27758.4,23111.22,PAID,
PR-202512-0001,CL-001,E001-00234,STORE-PRAHA-02,153.5,48352.5,38350.85,PAID,
PR-202512-0001,CL-001,E001-00235,STORE-PRAHA-02,167.49,48572.1,38513.35,PAID,
PR-202512-0001,CL-001,E001-00236,STORE-PRAHA-02,160.46,39312.7,31661.4,PAID,
PR-202512-0001,CL-001,E001-00237,STORE-PRAHA-02,147.86,26393.01,22100.83,PAID,
PR-202512-0001,CL-001,E001-00238,STORE-PRAHA-02,164.94,39915.48,32107.46,PAID,
PR-202512-0001,CL-001,E001-00239,STORE-PRAHA-02,150.41,27825.85,23161.13,PAID,
PR-202512-0001,CL-001,E001-00240,STORE-PRAHA-02,179.16,32248.8,26434.11,PAID,
PR-202512-0001,CL-001,E001-00241,STORE-PRAHA-02,162.43,40079.6,32228.9,PAID,
PR-202512-0001,CL-001,E001-00242,STORE-PRAHA-02,143.22,30076.2,24826.39,PAID,
PR-202512-0001,CL-001,E001-00243,STORE-PRAHA-02,139.73,31509.12,25886.75,PAID,
PR-202512-0001,CL-001,E001-00244,STORE-PRAHA-02,150.29,37196.78,30095.62,PAID,
PR-202512-0001,CL-001,E001-00245,STORE-PRAHA-02,162.77,30926.3,25455.46,PAID,
PR-202512-0001,CL-001,E001-00246,STORE-PRAHA-02,147.51,48678.3,38591.94,PAID,
PR-202512-0001,CL-001,E001-00247,STORE-PRAHA-03,177.53,55034.3,43295.38,PAID,
PR-202512-0001,CL-001,E001-00248,STORE-PRAHA-03,157.32,29104.2,24107.11,PAID,
PR-202512-0001,CL-001,E001-00249,STORE-PRAHA-03,173.02,42389.9,33938.53,PAID,
PR-202512-0001,CL-001,E001-00250,STORE-PRAHA-03,149.15,31321.5,25747.91,PAID,
PR-202512-0001,CL-001,E001-00251,STORE-PRAHA-03,132.7,34502.0,28101.48,PAID,
PR-202512-0001,CL-001,E001-00252,STORE-PRAHA-03,156.15,43722.0,34924.28,PAID,
PR-202512-0001,CL-001,E001-00253,STORE-PRAHA-03,167.44,32232.2,26421.83,PAID,
PR-202512-0001,CL-001,E001-00254,STORE-PRAHA-03,174.65,44535.75,35526.45,PAID,
PR-202512-0001,CL-001,E001-00255,STORE-PRAHA-03,134.21,23486.75,19950.19,PAID,
PR-202512-0001,CL-001,E001-00256,STORE-PRAHA-03,166.32,39085.2,31493.05,PAID,
PR-202512-0001,CL-001,E001-00257,STORE-PRAHA-03,160.63,42165.38,33772.38,PAID,
PR-202512-0001,CL-001,E001-00258,STORE-PRAHA-03,178.51,55338.1,43520.19,PAID,
PR-202512-0001,CL-001,E001-00259,STORE-PRAHA-03,154.59,41739.3,33457.08,PAID,
PR-202512-0001,CL-001,E001-00260,STORE-PRAHA-03,147.38,32423.6,26563.46,PAID,
PR-202512-0001,CL-001,E001-00261,STORE-PRAHA-03,164.94,52615.86,41505.74,PAID,
PR-202512-0001,CL-001,E001-00262,STORE-PRAHA-03,166.21,34904.1,28399.03,PAID,
PR-202512-0001,CL-001,E001-00263,STORE-PRAHA-03,169.12,32132.8,26348.27,PAID,
PR-202512-0001,CL-001,E001-00264,STORE-PRAHA-03,129.41,30573.11,25194.1,PAID,
PR-202512-0001,CL-001,E001-00265,STORE-PRAHA-03,141.4,26866.0,22450.84,PAID,
PR-202512-0001,CL-001,E001-00266,STORE-PRAHA-03,154.55,37092.0,30018.08,PAID,
PR-202512-0001,CL-001,E001-00267,STORE-PRAHA-03,160.64,48995.2,38826.45,PAID,
PR-202512-0001,CL-001,E001-00268,STORE-PRAHA-03,171.18,43137.36,34491.65,PAID,
PR-202512-0001,CL-001,E001-00269,STORE-PRAHA-03,158.14,27674.5,23049.13,PAID,
PR-202512-0001,CL-001,E001-00270,STORE-PRAHA-03,159.52,56151.04,44121.77,PAID,
PR-202512-0001,CL-001,E001-00271,STORE-PRAHA-03,152.26,55270.38,43470.08,PAID,
PR-202512-0001,CL-001,E001-00272,STORE-PRAHA-03,165.14,60854.09,47602.03,PAID,
PR-202512-0001,CL-001,E001-00273,STORE-PRAHA-03,133.75,27418.75,22859.88,PAID,
PR-202512-0001,CL-001,E001-00274,STORE-PRAHA-03,154.08,47764.8,37915.95,PAID,
PR-202512-0001,CL-001,E001-00275,STORE-PRAHA-03,150.22,33799.5,27581.63,PAID,
PR-202512-0001,CL-001,E001-00276,STORE-PRAHA-03,146.45,49976.06,39552.28,PAID,
PR-202512-0001,CL-001,E001-00277,STORE-PRAHA-03,159.52,34296.8,27949.63,PAID,
PR-202512-0001,CL-001,E001-00278,STORE-PRAHA-03,164.22,35307.3,28697.4,PAID,
PR-202512-0001,CL-001,E001-00279,STORE-PRAHA-04,169.38,55048.5,43305.89,PAID,
PR-202512-0001,CL-001,E001-00280,STORE-PRAHA-04,153.3,26827.5,22422.35,PAID,
PR-202512-0001,CL-001,E001-00281,STORE-PRAHA-04,135.0,31725.0,26046.5,PAID,
